,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,CORR_3M,CORR_1Y,OPEN_A,CLOSE_A,OPEN_B,CLOSE_B,SIGMA,ABS_SIGMA,DEV_RATE,AXIS_LOT_SIZE,PAIR_LOT_SIZE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times
583,4118,カネカ,化学,5214,日本電気硝子,ガラス・土石製品,0.9162681281602992,0.9382320384035564,3395.0,3380.0,2415.0,2393.0,-0.9710461514936404,0.9710461514936404,-4.07,200,300,6.2,22053.0,2005.0,0.36,11,6,5,54.55
642,1820,西松建設,建設業,5802,住友電気工業,非鉄金属,0.9111381796860788,0.9367844315838052,2003.0,2005.0,1390.0,1377.5,-0.968896690670932,0.968896690670932,-2.92,400,600,3.05,88111.0,4895.0,0.3,18,11,7,61.11
293,4182,三菱瓦斯化学,化学,6752,パナソニック,電気機器,0.9420302269883314,0.9543986673601828,1440.0,1434.0,894.0,890.9,0.9684631754169608,0.9684631754169608,3.01,600,1000,3.54,96072.0,5056.0,0.19,19,12,7,63.16
360,6472,ＮＴＮ,機械,7272,ヤマハ発動機,輸送用機器,0.9354208973758268,0.9626137122927674,314.0,312.0,1980.0,1972.0,-0.9681471578043052,0.9681471578043052,-2.93,3200,500,1.26,-16581.0,-975.0,-0.03,17,11,6,64.71
623,5393,ニチアス,ガラス・土石製品,8316,三井住友フィナンシャルグループ,銀行業,0.9131820350393168,0.9169451430432036,1902.0,1917.0,3748.0,3733.0,0.9665948103672932,0.9665948103672932,2.4,400,200,2.71,477871.0,36759.0,2.09,13,10,3,76.92
641,2914,日本たばこ産業,食料品,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,0.9111740606296576,0.9245170063835778,2350.0,2363.5,1327.0,1310.0,0.9658223576832226,0.9658223576832226,5.8,400,700,3.0,-305056.0,-21790.0,-1.39,14,3,11,21.43
576,7762,シチズン時計,精密機器,9401,東京放送ホールディングス,情報・通信業,0.9167110081947716,0.9272716324986594,528.0,532.0,1801.0,1753.0,0.9620410823655388,0.9620410823655388,2.65,1600,500,2.89,-13519.0,-712.0,-0.0,19,9,10,47.37
329,6371,椿本チエイン,機械,7984,コクヨ,その他製品,0.9385425689044732,0.9256805969592384,3520.0,3460.0,1530.0,1519.0,-0.9572948953477076,0.9572948953477076,-2.45,200,500,9.75,-265402.0,-20416.0,-1.12,13,5,8,38.46
568,3099,三越伊勢丹ホールディングス,小売業,8377,ほくほくフィナンシャルグループ,銀行業,0.917619459227294,0.9214264662179188,882.0,866.0,1054.0,1053.0,0.955099813178927,0.955099813178927,3.19,1100,900,0.52,102809.0,6426.0,0.32,16,8,8,50.0
181,1963,日揮,建設業,8750,第一生命ホールディングス,保険業,0.9521308712806612,0.9331815052976636,1428.0,1413.0,1633.5,1640.0,-0.9538283744307218,0.9538283744307218,-2.57,700,600,0.52,105402.0,6200.0,0.38,17,9,8,52.94
728,8273,イズミ,小売業,8341,七十七銀行,銀行業,0.9028677458574128,0.9436669889609136,4405.0,4310.0,1659.0,1618.0,-0.9505081121613984,0.9505081121613984,-4.01,200,500,6.15,-49323.0,-4110.0,-0.21,12,6,6,50.0
280,4061,デンカ,化学,4118,カネカ,化学,0.9434720824310336,0.923242023792048,3005.0,2942.0,3395.0,3380.0,0.94363183088713,0.94363183088713,4.71,200,200,12.96,-57958.0,-14490.0,-0.74,4,2,2,50.0
529,6472,ＮＴＮ,機械,7251,ケーヒン,輸送用機器,0.9213827101491736,0.9370939469811376,314.0,312.0,1580.0,1587.0,-0.9425489368233854,0.9425489368233854,-2.68,3100,600,1.58,-179665.0,-9981.0,-0.56,18,8,10,44.44
431,8002,丸紅,卸売業,8750,第一生命ホールディングス,保険業,0.9298955157539136,0.9249530399211916,736.0,727.9,1633.5,1640.0,-0.9412177040994798,0.9412177040994798,-2.72,1400,600,3.56,364506.0,20250.0,1.12,18,12,6,66.67
756,5019,出光興産,石油・石炭製品,8020,兼松,卸売業,0.9000308758201654,0.9321397282212612,3210.0,3175.0,1249.0,1223.0,0.9399040610966792,0.9399040610966792,3.43,300,800,2.72,-245464.0,-10672.0,-0.76,23,10,13,43.48
163,7251,ケーヒン,輸送用機器,8601,大和証券グループ本社,証券、商品先物取引業,0.954241587141061,0.9456378068044164,1580.0,1587.0,499.7,489.7,0.9382778548314736,0.9382778548314736,2.24,600,1900,2.29,172806.0,10800.0,0.56,16,10,6,62.5
711,4182,三菱瓦斯化学,化学,6988,日東電工,化学,0.9047970144679018,0.9355937440143682,1440.0,1434.0,5218.0,5203.0,0.9358396706467512,0.9358396706467512,3.68,400,100,10.24,-71597.0,-7160.0,-0.42,10,4,6,40.0
336,4182,三菱瓦斯化学,化学,7846,パイロットコーポレーション,その他製品,0.9379002907164571,0.92132037751627,1440.0,1434.0,4070.0,4020.0,0.9327501939645172,0.9327501939645172,2.69,600,200,7.01,-160092.0,-11435.0,-0.96,14,7,7,50.0
522,6752,パナソニック,電気機器,7984,コクヨ,その他製品,0.9220871319862664,0.9245747705896102,894.0,890.9,1530.0,1519.0,-0.9318077297340804,0.9318077297340804,-2.39,1000,600,2.25,51530.0,2863.0,0.14,18,7,11,38.89
340,7201,日産自動車,輸送用機器,9404,日本テレビホールディングス,情報・通信業,0.9377234493159518,0.9167967832557729,693.3,685.9,1428.0,1400.0,0.9305841870388496,0.9305841870388496,2.47,1400,700,2.01,326914.0,19230.0,1.06,17,14,3,82.35
526,2531,宝ホールディングス,食料品,7167,めぶきフィナンシャルグループ,銀行業,0.9214690781131109,0.9258812285985646,1089.0,1087.0,272.0,269.0,-0.9294631878608424,0.9294631878608424,-2.77,900,3600,1.01,-61221.0,-4709.0,-0.24,13,6,7,46.15
428,4202,ダイセル,化学,4581,大正製薬ホールディングス,医薬品,0.9300673308399652,0.9191580383356706,909.0,912.0,8050.0,7890.0,0.9209849353589978,0.9209849353589978,2.43,900,100,4.03,-17547.0,-1755.0,-0.12,10,5,5,50.0
412,5214,日本電気硝子,ガラス・土石製品,7259,アイシン精機,輸送用機器,0.9310561801113252,0.946258859387648,2415.0,2393.0,3395.0,3415.0,-0.9174329189485833,0.9174329189485833,-3.12,300,200,5.11,11750.0,1469.0,0.03,8,4,4,50.0
359,1983,東芝プラントシステム,建設業,8377,ほくほくフィナンシャルグループ,銀行業,0.93543895211606,0.955283637912678,1810.0,1802.0,1054.0,1053.0,-0.9157541127883656,0.9157541127883656,-2.55,500,900,5.18,-309966.0,-17220.0,-0.93,18,8,10,44.44
417,2292,Ｓ　Ｆｏｏｄｓ,食料品,9404,日本テレビホールディングス,情報・通信業,0.9307098024230333,0.9228720061740752,3120.0,3025.0,1428.0,1400.0,-0.9105966747465416,0.9105966747465416,-3.46,300,600,7.44,-117458.0,-6182.0,-0.22,19,8,11,42.11
299,2002,日清製粉グループ本社,食料品,8136,サンリオ,卸売業,0.9417713729646058,0.9095358021181268,2054.0,2013.0,2110.0,2093.0,-0.9081186284592564,0.9081186284592564,-3.79,400,400,3.82,351583.0,19532.0,1.21,18,14,4,77.78
406,6752,パナソニック,電気機器,8309,三井住友トラスト・ホールディングス,銀行業,0.9323271499234842,0.9045885231506408,894.0,890.9,3930.0,3932.0,-0.9077647563112494,0.9077647563112494,-2.7,900,200,1.96,115661.0,5257.0,0.32,22,9,13,40.91
511,6305,日立建機,機械,8586,日立キャピタル,その他金融業,0.9231877898230424,0.9215441442951772,2610.0,2631.0,2235.0,2222.0,0.9069055321510062,0.9069055321510062,3.87,300,400,12.61,234812.0,15654.0,0.89,15,10,5,66.67
79,4634,東洋インキＳＣホールディングス,化学,6995,東海理化電機製作所,輸送用機器,0.9646625519338088,0.9336847348381224,2517.0,2497.0,1893.0,1860.0,0.9044730858024096,0.9044730858024096,1.89,400,500,6.89,18752.0,1172.0,0.07,16,8,8,50.0
401,1820,西松建設,建設業,7189,西日本フィナンシャルホールディングス,銀行業,0.9325487567745512,0.9504360859016736,2003.0,2005.0,752.0,758.0,-0.9019856066161264,0.9019856066161264,-2.99,400,1100,3.97,300363.0,16687.0,0.98,18,11,7,61.11
573,1963,日揮,建設業,7272,ヤマハ発動機,輸送用機器,0.916922793360366,0.9269236970145944,1428.0,1413.0,1980.0,1972.0,-0.9019251698942644,0.9019251698942644,-3.31,700,500,0.31,338189.0,18788.0,1.04,18,13,5,72.22
459,4208,宇部興産,化学,7984,コクヨ,その他製品,0.9274021974212954,0.9088805787523284,2197.0,2193.0,1530.0,1519.0,-0.901887501119244,0.901887501119244,-2.01,400,600,3.9,458852.0,32775.0,1.9,14,11,3,78.57
389,6301,小松製作所,機械,7259,アイシン精機,輸送用機器,0.9337543089270404,0.9123306327360642,2487.0,2491.0,3395.0,3415.0,0.9015339604911686,0.9015339604911686,3.37,300,200,9.41,251466.0,27941.0,1.56,9,7,2,77.78
159,4061,デンカ,化学,6586,マキタ,機械,0.9547105291655632,0.9186980955107614,3005.0,2942.0,3350.0,3385.0,-0.898495784081586,0.898495784081586,-2.79,200,200,13.09,-38056.0,-4228.0,-0.14,9,4,5,44.44
422,7259,アイシン精機,輸送用機器,8058,三菱商事,卸売業,0.9303166588985023,0.91362870931324,3395.0,3415.0,2679.5,2673.0,0.8954447199286159,0.8954447199286159,3.18,200,300,17.41,-44976.0,-4089.0,-0.24,11,5,6,45.45
521,6301,小松製作所,機械,8316,三井住友フィナンシャルグループ,銀行業,0.9221312241715552,0.9445759126788124,2487.0,2491.0,3748.0,3733.0,0.8942012835498522,0.8942012835498522,1.88,300,200,0.09,-44974.0,-5622.0,-0.29,8,4,4,50.0
659,2267,ヤクルト本社,食料品,3099,三越伊勢丹ホールディングス,小売業,0.9088620916182372,0.9492251670825892,6320.0,6170.0,882.0,866.0,-0.8929512490703,0.8929512490703,-3.22,100,700,1.75,38459.0,2262.0,0.12,17,10,7,58.82
358,2267,ヤクルト本社,食料品,7846,パイロットコーポレーション,その他製品,0.9355429463326872,0.918346045140478,6320.0,6170.0,4070.0,4020.0,-0.8860679002744873,0.8860679002744873,-3.25,100,200,30.31,54948.0,54948.0,3.29,1,1,0,100.0
692,4182,三菱瓦斯化学,化学,8020,兼松,卸売業,0.9062861964651656,0.9120652802369072,1440.0,1434.0,1249.0,1223.0,0.8834155554966759,0.8834155554966759,3.19,600,700,0.5,113130.0,5954.0,0.4,19,11,8,57.89
6,5802,住友電気工業,非鉄金属,7211,三菱自動車工業,輸送用機器,0.9847349918063514,0.9411684239979432,1390.0,1377.5,491.0,487.0,0.8786687308878797,0.8786687308878797,1.64,700,2000,1.01,66062.0,3886.0,0.18,17,10,7,58.82
139,1963,日揮,建設業,4182,三菱瓦斯化学,化学,0.9564009696575846,0.908450310053002,1428.0,1413.0,1440.0,1434.0,-0.8750625954233103,0.8750625954233103,-2.06,600,600,1.46,62786.0,2616.0,0.19,24,13,11,54.17
7,3861,王子ホールディングス,パルプ・紙,5401,日本製鉄,鉄鋼,0.9835124574943399,0.932339236171713,520.0,513.0,1519.0,1525.5,0.8704259765537621,0.8704259765537621,1.46,1800,600,0.88,101756.0,6360.0,0.39,16,6,10,37.5
41,4182,三菱瓦斯化学,化学,5802,住友電気工業,非鉄金属,0.970318306782438,0.9368626418471704,1440.0,1434.0,1390.0,1377.5,0.8677105649705783,0.8677105649705783,1.65,600,600,3.94,289911.0,16106.0,0.85,18,11,7,61.11
218,5214,日本電気硝子,ガラス・土石製品,5406,神戸製鋼所,鉄鋼,0.9483225146651744,0.912998189504907,2415.0,2393.0,588.0,587.0,0.8675297441831936,0.8675297441831936,2.78,400,1600,1.88,97.0,5.0,-0.14,19,9,10,47.37
38,6371,椿本チエイン,機械,7278,エクセディ,輸送用機器,0.9705666275737366,0.9553339862938368,3520.0,3460.0,2145.0,2119.0,0.8656536563841981,0.8656536563841981,1.9,200,300,8.14,231367.0,25707.0,1.62,9,6,3,66.67
533,1963,日揮,建設業,2531,宝ホールディングス,食料品,0.9210014901554091,0.903270611332284,1428.0,1413.0,1089.0,1087.0,0.8633335392069102,0.8633335392069102,2.71,700,900,1.09,82844.0,7531.0,0.43,11,6,5,54.55
742,2531,宝ホールディングス,食料品,7189,西日本フィナンシャルホールディングス,銀行業,0.9013739692545084,0.9095679562939936,1089.0,1087.0,752.0,758.0,-0.8632109179292728,0.8632109179292728,-3.32,900,1300,0.73,-273653.0,-14403.0,-0.73,19,8,11,42.11
558,5802,住友電気工業,非鉄金属,9072,ニッコンホールディングス,陸運業,0.9187782258613384,0.9325684167652812,1390.0,1377.5,2543.0,2500.0,0.8588369051595492,0.8588369051595492,2.49,700,400,3.58,76734.0,3837.0,0.21,20,11,9,55.0
135,5019,出光興産,石油・石炭製品,6472,ＮＴＮ,機械,0.9570047421911848,0.92390141413464,3210.0,3175.0,314.0,312.0,0.8587755263494858,0.8587755263494858,1.87,300,3100,1.54,-125531.0,-5230.0,-0.4,24,11,13,45.83
441,2531,宝ホールディングス,食料品,7846,パイロットコーポレーション,その他製品,0.928925706962766,0.9106979143660152,1089.0,1087.0,4070.0,4020.0,-0.8585379229136356,0.8585379229136356,-2.09,700,200,5.36,-355135.0,-17757.0,-1.08,20,7,13,35.0
247,8316,三井住友フィナンシャルグループ,銀行業,9810,日鉄物産,卸売業,0.9458733891240014,0.9036849116776408,3748.0,3733.0,4285.0,4260.0,0.8581704003059021,0.8581704003059021,1.22,200,200,12.37,54984.0,18328.0,0.98,3,2,1,66.67
53,3861,王子ホールディングス,パルプ・紙,5214,日本電気硝子,ガラス・土石製品,0.9687236606261692,0.9114391975836376,520.0,513.0,2415.0,2393.0,-0.8578503435315458,0.8578503435315458,-2.42,1900,400,1.83,-81707.0,-3891.0,-0.17,21,11,10,52.38
95,4182,三菱瓦斯化学,化学,6472,ＮＴＮ,機械,0.9627813746998962,0.9539416666053642,1440.0,1434.0,314.0,312.0,0.8566506202874061,0.8566506202874061,1.63,600,2800,1.53,45328.0,2666.0,0.17,17,9,8,52.94
445,2292,Ｓ　Ｆｏｏｄｓ,食料品,5401,日本製鉄,鉄鋼,0.9286521696047412,0.914526396588699,3120.0,3025.0,1519.0,1525.5,-0.8547131588760477,0.8547131588760477,-2.81,300,600,0.86,-59504.0,-3500.0,-0.27,17,9,8,52.94
403,5214,日本電気硝子,ガラス・土石製品,9404,日本テレビホールディングス,情報・通信業,0.9324271256932865,0.9007416016353532,2415.0,2393.0,1428.0,1400.0,0.8545634551327362,0.8545634551327362,3.11,400,700,2.38,5143.0,303.0,0.0,17,10,7,58.82
138,7202,いすゞ自動車,輸送用機器,7267,本田技研工業,輸送用機器,0.9564411307675118,0.9200546469251688,1237.5,1226.0,2855.0,2840.0,-0.8543270196754639,0.8543270196754639,-1.61,700,300,0.73,131380.0,7728.0,0.45,17,11,6,64.71
717,4004,昭和電工,化学,6752,パナソニック,電気機器,0.904425276204234,0.9390474258418606,2882.0,2867.0,894.0,890.9,-0.8536062570049521,0.8536062570049521,-3.86,300,1000,3.58,-105175.0,-5259.0,-0.35,20,6,14,30.0
88,6305,日立建機,機械,8012,長瀬産業,卸売業,0.9632315977062986,0.9018303501571064,2610.0,2631.0,1561.0,1534.0,0.8524857023822322,0.8524857023822322,2.92,300,500,2.83,486807.0,23181.0,1.32,21,14,7,66.67
646,2267,ヤクルト本社,食料品,7167,めぶきフィナンシャルグループ,銀行業,0.9107202933651896,0.903350632230978,6320.0,6170.0,272.0,269.0,-0.8488786705770216,0.8488786705770216,-3.96,100,2300,0.28,49264.0,2463.0,0.19,20,10,10,50.0
271,5020,ＪＸＴＧホールディングス,石油・石炭製品,8377,ほくほくフィナンシャルグループ,銀行業,0.9441707843840556,0.930780445149868,499.5,500.0,1054.0,1053.0,0.8476368035362754,0.8476368035362754,2.83,1900,900,0.24,80494.0,3833.0,0.15,21,11,10,52.38
541,1820,西松建設,建設業,4507,塩野義製薬,医薬品,0.9207006642378917,0.9115174314880949,2003.0,2005.0,5943.0,5841.0,0.8471837011879708,0.8471837011879708,2.7,300,100,2.98,14179.0,1013.0,0.12,14,7,7,50.0
736,4581,大正製薬ホールディングス,医薬品,5406,神戸製鋼所,鉄鋼,0.901819738371918,0.9279193088225329,8050.0,7890.0,588.0,587.0,0.8470320698451013,0.8470320698451013,5.23,100,1300,3.28,-376412.0,-34219.0,-1.9,11,4,7,36.36
600,4581,大正製薬ホールディングス,医薬品,6752,パナソニック,電気機器,0.915216177219608,0.9115142592702752,8050.0,7890.0,894.0,890.9,-0.8468351057493384,0.8468351057493384,-3.0,100,900,1.62,-70852.0,-7085.0,-0.46,10,4,6,40.0
435,8002,丸紅,卸売業,8341,七十七銀行,銀行業,0.9295034114778812,0.912822218036804,736.0,727.9,1659.0,1618.0,-0.8459038227369551,0.8459038227369551,-3.94,1300,600,2.53,-162744.0,-9573.0,-0.62,17,7,10,41.18
46,6752,パナソニック,電気機器,7278,エクセディ,輸送用機器,0.9694573518136604,0.9698677709501944,894.0,890.9,2145.0,2119.0,0.8457479817231612,0.8457479817231612,1.95,1000,400,5.11,167323.0,9843.0,0.53,17,9,8,52.94
597,2914,日本たばこ産業,食料品,5406,神戸製鋼所,鉄鋼,0.9156098468220208,0.9432348882801171,2350.0,2363.5,588.0,587.0,0.8454061902425191,0.8454061902425191,6.07,400,1600,0.66,-120696.0,-6035.0,-0.38,20,9,11,45.0
375,7167,めぶきフィナンシャルグループ,銀行業,9003,相鉄ホールディングス,陸運業,0.9345201864062942,0.9014218403103752,272.0,269.0,2915.0,2869.0,0.8369106500217846,0.8369106500217846,3.57,3200,300,0.01,-218972.0,-12165.0,-0.78,18,8,10,44.44
382,1333,マルハニチロ,水産・農林業,4507,塩野義製薬,医薬品,0.9341096157442862,0.9224639108944872,2795.0,2771.0,5943.0,5841.0,-0.8346524389665412,0.8346524389665412,-4.28,200,100,5.12,36180.0,5169.0,0.39,7,3,4,42.86
370,5301,東海カーボン,ガラス・土石製品,7251,ケーヒン,輸送用機器,0.9349455113266482,0.9610270162373714,1099.0,1100.0,1580.0,1587.0,-0.8327991630492898,0.8327991630492898,-2.96,900,600,3.97,252875.0,9031.0,0.46,28,15,13,53.57
332,8750,第一生命ホールディングス,保険業,8795,Ｔ＆Ｄホールディングス,保険業,0.9382696930564116,0.9850551373234322,1633.5,1640.0,1158.5,1165.0,0.8285425189079236,0.8285425189079236,2.16,600,800,5.28,121644.0,7156.0,0.38,17,12,5,70.59
153,1963,日揮,建設業,3407,旭化成,化学,0.9552081970695274,0.9088670240693034,1428.0,1413.0,1094.0,1069.0,0.8260072593194432,0.8260072593194432,2.31,700,900,2.73,96295.0,4377.0,0.31,22,13,9,59.09
286,7278,エクセディ,輸送用機器,7327,第四北越フィナンシャルグループ,銀行業,0.9428431080949596,0.9514117017718065,2145.0,2119.0,2761.0,2737.0,-0.8203228713112142,0.8203228713112142,-1.93,400,300,3.23,0.0,0.0,0.0,0,0,0,0.0
456,4581,大正製薬ホールディングス,医薬品,7182,ゆうちょ銀行,銀行業,0.927645292525488,0.9613426213751944,8050.0,7890.0,1062.0,1057.0,-0.8199996498587677,0.8199996498587677,-1.78,100,700,6.22,-50206.0,-4564.0,-0.18,11,5,6,45.45
54,7189,西日本フィナンシャルホールディングス,銀行業,9810,日鉄物産,卸売業,0.9687168370476166,0.9355956220539056,752.0,758.0,4285.0,4260.0,0.8194011662552154,0.8194011662552154,3.56,1100,200,2.14,28006.0,2154.0,0.22,13,8,5,61.54
667,5301,東海カーボン,ガラス・土石製品,6995,東海理化電機製作所,輸送用機器,0.9083040648760216,0.9254857507182636,1099.0,1100.0,1893.0,1860.0,-0.818453886522299,0.818453886522299,-3.43,800,500,5.38,52977.0,2207.0,0.13,24,12,12,50.0
248,3148,クリエイトＳＤホールディングス,小売業,8242,エイチ・ツー・オー　リテイリング,小売業,0.9457371223153096,0.9252405166694948,2559.0,2516.0,1228.0,1204.0,0.8172983148954891,0.8172983148954891,2.21,300,600,4.29,-93890.0,-6259.0,-0.37,15,6,9,40.0
584,5463,丸一鋼管,鉄鋼,7182,ゆうちょ銀行,銀行業,0.9161710108804424,0.9047876849722336,2915.0,2869.0,1062.0,1057.0,0.8171115914011663,0.8171115914011663,1.6,300,800,1.75,26482.0,1765.0,0.03,15,7,8,46.67
492,4188,三菱ケミカルホールディングス,化学,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,0.9244040378527268,0.9156212897206258,790.2,787.0,558.0,554.1,-0.8163270382023187,0.8163270382023187,-1.45,1200,1700,0.26,289473.0,16082.0,0.85,18,13,5,72.22
12,5802,住友電気工業,非鉄金属,8309,三井住友トラスト・ホールディングス,銀行業,0.979827658167409,0.9091629282856422,1390.0,1377.5,3930.0,3932.0,-0.8150169092193315,0.8150169092193315,-1.21,600,200,5.1,44582.0,2972.0,0.21,15,8,7,53.33
238,1963,日揮,建設業,5019,出光興産,石油・石炭製品,0.9469698854832894,0.9559186877158006,1428.0,1413.0,3210.0,3175.0,-0.8141655020961099,0.8141655020961099,-2.33,700,300,3.84,-185509.0,-12367.0,-0.71,15,6,9,40.0
682,8341,七十七銀行,銀行業,8795,Ｔ＆Ｄホールディングス,保険業,0.906938122799898,0.9691359193314076,1659.0,1618.0,1158.5,1165.0,0.8135463749117939,0.8135463749117939,3.2,600,800,4.0,-61358.0,-3229.0,-0.24,19,10,9,52.63
168,3591,ワコールホールディングス,繊維製品,7167,めぶきフィナンシャルグループ,銀行業,0.9537332933826224,0.9298713175377242,2826.0,2802.0,272.0,269.0,0.8103810962326241,0.8103810962326241,1.69,300,3100,0.8,6520.0,384.0,-0.0,17,8,9,47.06
