,SYM_A,SYM_A_NAME,SYM_A_INDUSTRY,SYM_B,SYM_B_NAME,SYM_B_INDUSTRY,CORR_3M,CORR_1Y,OPEN_A,CLOSE_A,OPEN_B,CLOSE_B,SIGMA,ABS_SIGMA,DEV_RATE,AXIS_LOT_SIZE,PAIR_LOT_SIZE,LOT_SIZE_DIFF,total_profit,average_profit,average_pl,total_times,plus_times,minus_times,pl_times
131,8341,七十七銀行,銀行業,8750,第一生命ホールディングス,保険業,0.9579320506859784,0.9733057797583724,1659.0,1618.0,1633.5,1640.0,0.38657078192485744,0.38657078192485744,1.07,600,600,1.34,-67521.0,-4220.0,-0.38,16,9,7,56.25
355,3099,三越伊勢丹ホールディングス,小売業,7189,西日本フィナンシャルホールディングス,銀行業,0.9358493407539384,0.9516295944927496,882.0,866.0,752.0,758.0,-0.3850569926757327,0.3850569926757327,-1.24,1100,1300,3.44,452842.0,28303.0,1.52,16,11,5,68.75
339,7205,日野自動車,輸送用機器,8601,大和証券グループ本社,証券、商品先物取引業,0.9377802445419726,0.9360103563973272,904.0,907.0,499.7,489.7,0.37691309970297615,0.37691309970297615,0.72,1100,2000,1.83,241322.0,16088.0,0.85,15,12,3,80.0
732,8279,ヤオコー,小売業,9003,相鉄ホールディングス,陸運業,0.9020576455888588,0.9207008816556376,4950.0,4850.0,2915.0,2869.0,0.3741289374990404,0.3741289374990404,0.66,200,300,11.27,-117417.0,-13046.0,-0.62,9,5,4,55.56
107,8359,八十二銀行,銀行業,8385,伊予銀行,銀行業,0.9604404318407518,0.9406877663259648,449.0,445.0,584.0,573.0,-0.36958605260483207,0.36958605260483207,-0.96,2200,1700,0.5,222208.0,13888.0,0.73,16,10,6,62.5
328,7211,三菱自動車工業,輸送用機器,8273,イズミ,小売業,0.938617277903766,0.9398787928410172,491.0,487.0,4405.0,4310.0,-0.36953269397349625,0.36953269397349625,-1.17,1800,200,1.69,144137.0,8479.0,0.44,17,11,6,64.71
126,7186,コンコルディア・フィナンシャルグループ,銀行業,8359,八十二銀行,銀行業,0.9583469982739312,0.9080086957236114,419.0,418.0,449.0,445.0,0.3685764034353039,0.3685764034353039,1.09,2300,2200,1.8,-1672.0,-80.0,-0.01,21,11,10,52.38
517,1820,西松建設,建設業,4202,ダイセル,化学,0.9224705217129228,0.9240056531853448,2003.0,2005.0,909.0,912.0,-0.3678140233145494,0.3678140233145494,-1.06,400,900,2.34,162071.0,9004.0,0.53,18,11,7,61.11
127,1833,奥村組,建設業,5703,日本軽金属ホールディングス,非鉄金属,0.9583355547283812,0.9202048553851836,2946.0,2934.0,198.0,196.0,0.36440924080109866,0.36440924080109866,1.27,300,4500,0.2,221704.0,14780.0,0.94,15,10,5,66.67
687,5019,出光興産,石油・石炭製品,5021,コスモエネルギーホールディングス,石油・石炭製品,0.9066104948037116,0.934640525119294,3210.0,3175.0,2219.0,2237.0,0.3624422789153252,0.3624422789153252,1.69,300,400,6.06,-193246.0,-10736.0,-0.57,18,8,10,44.44
315,7182,ゆうちょ銀行,銀行業,7259,アイシン精機,輸送用機器,0.9397349361844636,0.9207202896635353,1062.0,1057.0,3395.0,3415.0,0.35985126485356883,0.35985126485356883,1.34,600,200,7.14,131762.0,9412.0,0.54,14,10,4,71.43
234,4004,昭和電工,化学,7259,アイシン精機,輸送用機器,0.9471426789188634,0.9001799911632699,2882.0,2867.0,3395.0,3415.0,-0.35646356447849115,0.35646356447849115,-1.17,200,200,16.05,123240.0,17606.0,1.09,7,5,2,71.43
508,7327,第四北越フィナンシャルグループ,銀行業,7762,シチズン時計,精密機器,0.923311033453036,0.9123933288300332,2761.0,2737.0,528.0,532.0,0.3530724579822865,0.3530724579822865,1.06,300,1500,2.81,45.0,15.0,0.15,3,2,1,66.67
665,6371,椿本チエイン,機械,7189,西日本フィナンシャルホールディングス,銀行業,0.9083741178251348,0.9183227750103159,3520.0,3460.0,752.0,758.0,-0.35265759995873364,0.35265759995873364,-1.67,200,900,1.42,366404.0,15931.0,0.82,23,14,9,60.87
206,5214,日本電気硝子,ガラス・土石製品,9401,東京放送ホールディングス,情報・通信業,0.9491794656772876,0.9035579032086484,2415.0,2393.0,1801.0,1753.0,-0.3516637573925017,0.3516637573925017,-1.79,400,500,8.43,-105537.0,-7538.0,-0.49,14,7,7,50.0
550,2267,ヤクルト本社,食料品,2531,宝ホールディングス,食料品,0.919937098874512,0.9142746318725872,6320.0,6170.0,1089.0,1087.0,-0.3514599152327094,0.3514599152327094,-1.15,100,600,5.71,-203736.0,-11984.0,-0.8,17,6,11,35.29
36,6586,マキタ,機械,8377,ほくほくフィナンシャルグループ,銀行業,0.9708693736043168,0.9283966595667632,3350.0,3385.0,1054.0,1053.0,0.3508031018202704,0.3508031018202704,1.1,200,600,6.68,94701.0,6764.0,0.34,14,7,7,50.0
719,1860,戸田建設,建設業,5110,住友ゴム工業,ゴム製品,0.9040652271139672,0.949669143480708,631.0,630.0,1312.0,1301.0,-0.35059896938778856,0.35059896938778856,-0.72,1400,700,3.15,54164.0,3186.0,0.25,17,10,7,58.82
426,1820,西松建設,建設業,7259,アイシン精機,輸送用機器,0.9301839721819151,0.9144289232919884,2003.0,2005.0,3395.0,3415.0,0.3455369185546965,0.3455369185546965,1.11,300,200,11.93,-24038.0,-1849.0,-0.31,13,5,8,38.46
449,4581,大正製薬ホールディングス,医薬品,7278,エクセディ,輸送用機器,0.9284375013268904,0.9118227393880668,8050.0,7890.0,2145.0,2119.0,-0.34192206804781466,0.34192206804781466,-0.94,100,400,7.43,-22951.0,-7650.0,-0.38,3,2,1,66.67
136,1333,マルハニチロ,水産・農林業,5401,日本製鉄,鉄鋼,0.9565522997685102,0.9262322900135816,2795.0,2771.0,1519.0,1525.5,0.34001215166692306,0.34001215166692306,1.11,300,500,8.25,61759.0,5147.0,0.39,12,6,6,50.0
259,6752,パナソニック,電気機器,7189,西日本フィナンシャルホールディングス,銀行業,0.9450724194463628,0.9413670106755724,894.0,890.9,752.0,758.0,-0.339724713724904,0.339724713724904,-1.61,1100,1300,0.55,401761.0,26784.0,1.36,15,10,5,66.67
735,4208,宇部興産,化学,5333,日本碍子,ガラス・土石製品,0.9018428966823278,0.9106622064673396,2197.0,2193.0,1557.0,1545.0,0.3389786130002606,0.3389786130002606,0.73,400,600,5.68,341026.0,20060.0,1.05,17,11,6,64.71
378,3407,旭化成,化学,5201,ＡＧＣ,ガラス・土石製品,0.934240507202629,0.9088623240123362,1094.0,1069.0,3405.0,3380.0,0.3368033760115119,0.3368033760115119,0.95,600,200,5.12,-70539.0,-4409.0,-0.22,16,7,9,43.75
722,7211,三菱自動車工業,輸送用機器,8002,丸紅,卸売業,0.9034450902737579,0.9142324854669122,491.0,487.0,736.0,727.9,-0.3348614719742047,0.3348614719742047,-1.28,1900,1300,2.22,132079.0,8805.0,0.43,15,8,7,53.33
316,7167,めぶきフィナンシャルグループ,銀行業,7984,コクヨ,その他製品,0.939610844732504,0.9389315539595096,272.0,269.0,1530.0,1519.0,-0.3347174400556947,0.3347174400556947,-1.46,3400,600,0.35,97119.0,5396.0,0.29,18,9,9,50.0
743,4581,大正製薬ホールディングス,医薬品,9201,日本航空,空運業,0.9010482219132452,0.9153607132570536,8050.0,7890.0,3372.0,3322.0,0.3332131250463626,0.3332131250463626,1.12,100,200,15.79,49266.0,16422.0,0.85,3,2,1,66.67
754,7013,ＩＨＩ,機械,7327,第四北越フィナンシャルグループ,銀行業,0.9002333764743989,0.9066856400881512,2370.0,2371.0,2761.0,2737.0,-0.33255546921366497,0.33255546921366497,-1.75,300,300,13.37,100057.0,20011.0,1.02,5,4,1,80.0
356,8586,日立キャピタル,その他金融業,9810,日鉄物産,卸売業,0.9358264940343848,0.930553883299846,2235.0,2222.0,4285.0,4260.0,-0.33107394460857603,0.33107394460857603,-1.0,400,200,4.32,-142857.0,-15873.0,-0.81,9,3,6,33.33
97,7189,西日本フィナンシャルホールディングス,銀行業,9505,北陸電力,電気・ガス業,0.9619464338581171,0.9370141497012724,752.0,758.0,753.0,744.0,0.33020273795316074,0.33020273795316074,0.78,1300,1300,1.85,-107710.0,-5386.0,-0.32,20,8,12,40.0
374,7182,ゆうちょ銀行,銀行業,7278,エクセディ,輸送用機器,0.9346898359707158,0.9015802856591256,1062.0,1057.0,2145.0,2119.0,0.32768753622197744,0.32768753622197744,0.8,800,400,0.24,122229.0,7190.0,0.46,17,10,7,58.82
89,5401,日本製鉄,鉄鋼,5406,神戸製鋼所,鉄鋼,0.9632281638047528,0.966932541064556,1519.0,1525.5,588.0,587.0,-0.3243988596133581,0.3243988596133581,-1.01,600,1600,2.61,51931.0,3995.0,0.27,13,8,5,61.54
193,7182,ゆうちょ銀行,銀行業,7211,三菱自動車工業,輸送用機器,0.9505233378815876,0.961407155635803,1062.0,1057.0,491.0,487.0,-0.3227635310185563,0.3227635310185563,-0.96,900,2000,2.39,136892.0,9126.0,0.48,15,8,7,53.33
109,6471,日本精工,機械,6473,ジェイテクト,機械,0.9599509249531872,0.965998644282842,922.0,921.0,1268.0,1260.0,-0.32096258236954434,0.32096258236954434,-0.56,1000,700,4.42,-42476.0,-2832.0,-0.18,15,9,6,60.0
505,5019,出光興産,石油・石炭製品,7272,ヤマハ発動機,輸送用機器,0.923501640642174,0.9204509129212588,3210.0,3175.0,1980.0,1972.0,-0.3190577877338415,0.3190577877338415,-0.98,300,500,3.52,-1211.0,-76.0,-0.03,16,8,8,50.0
327,7327,第四北越フィナンシャルグループ,銀行業,8316,三井住友フィナンシャルグループ,銀行業,0.9388052964726472,0.9458291895193912,2761.0,2737.0,3748.0,3733.0,0.3178099008872799,0.3178099008872799,0.85,300,200,9.98,12378.0,12378.0,0.77,1,1,0,100.0
283,7846,パイロットコーポレーション,その他製品,8795,Ｔ＆Ｄホールディングス,保険業,0.943135929995984,0.9302243659387232,4070.0,4020.0,1158.5,1165.0,-0.3177535720026937,0.3177535720026937,-1.11,200,700,1.43,-6224.0,-328.0,-0.02,19,9,10,47.37
172,4118,カネカ,化学,5406,神戸製鋼所,鉄鋼,0.9532761279081474,0.9267973916140568,3395.0,3380.0,588.0,587.0,-0.3151518189795608,0.3151518189795608,-1.1,200,1200,4.2,184904.0,10877.0,0.58,17,11,6,64.71
580,5333,日本碍子,ガラス・土石製品,7762,シチズン時計,精密機器,0.9165624001373204,0.9052920023202122,1557.0,1545.0,528.0,532.0,0.312520463638486,0.312520463638486,0.8,600,1700,2.44,60975.0,3811.0,0.21,16,8,8,50.0
39,6752,パナソニック,電気機器,7167,めぶきフィナンシャルグループ,銀行業,0.9704845066548782,0.966394427840896,894.0,890.9,272.0,269.0,-0.3115955596693891,0.3115955596693891,-1.04,1100,3600,1.18,110092.0,6116.0,0.29,18,9,9,50.0
411,6371,椿本チエイン,機械,7167,めぶきフィナンシャルグループ,銀行業,0.9312508861972288,0.9189881907426828,3520.0,3460.0,272.0,269.0,-0.3102378185274519,0.3102378185274519,-1.11,200,2600,1.07,125333.0,6963.0,0.59,18,10,8,55.56
158,6287,サトーホールディングス,機械,6465,ホシザキ,機械,0.9548262649525812,0.9345876066647142,2953.0,2950.0,8480.0,8500.0,0.3090524860066445,0.3090524860066445,0.49,300,100,4.12,78231.0,19558.0,2.22,4,2,2,50.0
418,6305,日立建機,機械,8316,三井住友フィナンシャルグループ,銀行業,0.9306486952321544,0.9204752329551784,2610.0,2631.0,3748.0,3733.0,0.30691936494258265,0.30691936494258265,1.68,300,200,5.72,-41123.0,-3427.0,-0.29,12,5,7,41.67
578,7211,三菱自動車工業,輸送用機器,9505,北陸電力,電気・ガス業,0.9166702207864512,0.926504387462914,491.0,487.0,753.0,744.0,-0.3015265968136809,0.3015265968136809,-0.98,2000,1300,0.7,5154.0,303.0,0.0,17,8,9,47.06
256,4208,宇部興産,化学,7012,川崎重工業,輸送用機器,0.9454471732354562,0.9021906124912348,2197.0,2193.0,2420.0,2419.0,-0.29248642151986143,0.29248642151986143,-1.57,400,400,9.34,246248.0,35178.0,1.78,7,5,2,71.43
184,5201,ＡＧＣ,ガラス・土石製品,7751,キヤノン,電気機器,0.9513732059167804,0.9641081183916655,3405.0,3380.0,2893.5,2926.0,0.29140072376058346,0.29140072376058346,1.11,200,200,13.43,-15991.0,-5330.0,-0.26,3,1,2,33.33
37,4208,宇部興産,化学,6371,椿本チエイン,機械,0.970629111826424,0.9564380491950709,2197.0,2193.0,3520.0,3460.0,0.29079512271869856,0.29079512271869856,0.41,300,200,4.93,60308.0,4639.0,0.21,13,8,5,61.54
534,1963,日揮,建設業,6371,椿本チエイン,機械,0.920950569054782,0.9007551886721884,1428.0,1413.0,3520.0,3460.0,0.2883873715936852,0.2883873715936852,1.08,500,200,2.1,-39204.0,-1960.0,-0.18,20,8,12,40.0
74,7167,めぶきフィナンシャルグループ,銀行業,7846,パイロットコーポレーション,その他製品,0.9650606159238808,0.946378145989034,272.0,269.0,4070.0,4020.0,0.2846896946563721,0.2846896946563721,0.62,3000,200,0.37,-38272.0,-1914.0,0.03,20,9,11,45.0
448,4208,宇部興産,化学,6301,小松製作所,機械,0.9285238774656852,0.9376707932234006,2197.0,2193.0,2487.0,2491.0,-0.2798208611245783,0.2798208611245783,-0.57,500,400,10.05,413272.0,34439.0,1.93,12,9,3,75.0
152,1963,日揮,建設業,6752,パナソニック,電気機器,0.9553547283019888,0.9324857922948604,1428.0,1413.0,894.0,890.9,0.27962970580861624,0.27962970580861624,1.02,700,1100,0.92,-253015.0,-11001.0,-0.62,23,8,15,34.78
93,7211,三菱自動車工業,輸送用機器,8242,エイチ・ツー・オー　リテイリング,小売業,0.9629102554234242,0.9501267333840856,491.0,487.0,1228.0,1204.0,0.2757291125043757,0.2757291125043757,0.81,2000,800,1.12,259342.0,16209.0,0.83,16,9,7,56.25
75,5901,東洋製罐グループホールディングス,金属製品,6178,日本郵政,サービス業,0.9648535255255692,0.92547450710806,1700.0,1685.0,1007.0,1006.0,-0.2748095452357367,0.2748095452357367,-1.47,500,800,4.47,37808.0,1719.0,0.14,22,13,9,59.09
73,5802,住友電気工業,非鉄金属,6301,小松製作所,機械,0.965201946969678,0.9009652425499188,1390.0,1377.5,2487.0,2491.0,0.27300910974849035,0.27300910974849035,0.49,700,400,3.23,121708.0,7607.0,0.39,16,9,7,56.25
216,7278,エクセディ,輸送用機器,8377,ほくほくフィナンシャルグループ,銀行業,0.9484135602302252,0.9144799938275554,2145.0,2119.0,1054.0,1053.0,0.27196920183731704,0.27196920183731704,0.94,400,800,0.61,341067.0,21317.0,1.44,16,12,4,75.0
134,4507,塩野義製薬,医薬品,8377,ほくほくフィナンシャルグループ,銀行業,0.9571698488334494,0.9166781065315324,5943.0,5841.0,1054.0,1053.0,-0.26994796312259506,0.26994796312259506,-1.33,100,600,8.17,7211.0,424.0,-0.01,17,9,8,52.94
475,4005,住友化学,化学,4208,宇部興産,化学,0.9255755893627776,0.9196985783098875,496.0,493.0,2197.0,2193.0,-0.2667655043063173,0.2667655043063173,-0.52,1800,400,1.16,52922.0,3308.0,0.15,16,9,7,56.25
62,3099,三越伊勢丹ホールディングス,小売業,7211,三菱自動車工業,輸送用機器,0.9672017133036808,0.9533902375206984,882.0,866.0,491.0,487.0,0.2634718230856643,0.2634718230856643,0.53,1100,2000,2.25,95939.0,6396.0,0.33,15,8,7,53.33
288,5393,ニチアス,ガラス・土石製品,6301,小松製作所,機械,0.9426340038551528,0.9054173349174424,1902.0,1917.0,2487.0,2491.0,0.26312497859446426,0.26312497859446426,0.53,500,400,3.8,242017.0,20168.0,1.16,12,9,3,75.0
13,4208,宇部興産,化学,6473,ジェイテクト,機械,0.9786701481668166,0.9249559593636278,2197.0,2193.0,1268.0,1260.0,0.2543114773281929,0.2543114773281929,0.47,400,700,0.55,80199.0,4456.0,0.23,18,9,9,50.0
205,3099,三越伊勢丹ホールディングス,小売業,4202,ダイセル,化学,0.9492111509208954,0.9058578303570278,882.0,866.0,909.0,912.0,0.25358557858945835,0.25358557858945835,0.67,1100,1000,4.45,86910.0,5112.0,0.27,17,11,6,64.71
146,7186,コンコルディア・フィナンシャルグループ,銀行業,8308,りそなホールディングス,銀行業,0.9557779400551611,0.9468029695771082,419.0,418.0,470.1,468.9,0.2494810424232313,0.2494810424232313,0.56,2400,2100,1.88,233700.0,13747.0,0.72,17,10,7,58.82
603,6752,パナソニック,電気機器,7013,ＩＨＩ,機械,0.9151580768415124,0.9572120922237164,894.0,890.9,2370.0,2371.0,0.24345201736082114,0.24345201736082114,1.5,1100,400,3.33,39955.0,1903.0,0.12,21,12,9,57.14
638,2267,ヤクルト本社,食料品,7278,エクセディ,輸送用機器,0.9118835233984172,0.9196157904670668,6320.0,6170.0,2145.0,2119.0,-0.2383795906148728,0.2383795906148728,-0.88,100,300,3.03,255106.0,23191.0,1.49,11,9,2,81.82
44,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,8411,みずほフィナンシャルグループ,銀行業,0.9697980298369356,0.9607683264488938,558.0,554.1,167.2,166.9,0.23755548952282135,0.23755548952282135,0.29,1800,6000,0.4,-24725.0,-1545.0,-0.09,16,6,10,37.5
154,4202,ダイセル,化学,7182,ゆうちょ銀行,銀行業,0.955052070802766,0.9401725917215904,909.0,912.0,1062.0,1057.0,0.2367887424240926,0.2367887424240926,0.71,1000,900,4.13,112597.0,7506.0,0.38,15,7,8,46.67
52,5406,神戸製鋼所,鉄鋼,7731,ニコン,精密機器,0.9688712141372492,0.9087584689829372,588.0,587.0,1360.0,1359.0,-0.2367436679651393,0.2367436679651393,-1.11,1600,700,1.27,-19027.0,-1057.0,-0.02,18,8,10,44.44
309,5401,日本製鉄,鉄鋼,6178,日本郵政,サービス業,0.9406379154220365,0.9293653682010452,1519.0,1525.5,1007.0,1006.0,-0.23573399881820026,0.23573399881820026,-0.69,600,900,1.08,161184.0,8059.0,0.4,20,12,8,60.0
713,4634,東洋インキＳＣホールディングス,化学,5803,フジクラ,非鉄金属,0.904612418888906,0.9162145888721616,2517.0,2497.0,411.0,415.0,-0.2350656472905669,0.2350656472905669,-1.21,400,2400,0.28,-324086.0,-18005.0,-1.1,18,7,11,38.89
427,7211,三菱自動車工業,輸送用機器,7846,パイロットコーポレーション,その他製品,0.9301130050821113,0.932178806355058,491.0,487.0,4070.0,4020.0,-0.2345275709153763,0.2345275709153763,-0.62,1700,200,2.97,117021.0,8359.0,0.6,14,7,7,50.0
590,3099,三越伊勢丹ホールディングス,小売業,8273,イズミ,小売業,0.9158807046823582,0.9442032352544651,882.0,866.0,4405.0,4310.0,-0.23077771048940024,0.23077771048940024,-0.59,1000,200,0.46,-29733.0,-1749.0,-0.35,17,8,9,47.06
143,7327,第四北越フィナンシャルグループ,銀行業,7846,パイロットコーポレーション,その他製品,0.9560646647824907,0.9002844095088407,2761.0,2737.0,4070.0,4020.0,-0.23010473054785105,0.23010473054785105,-0.47,300,200,2.13,49390.0,16463.0,0.91,3,2,1,66.67
483,6471,日本精工,機械,7762,シチズン時計,精密機器,0.9252379821546748,0.9188013501408484,922.0,921.0,528.0,532.0,0.2269069397625892,0.2269069397625892,0.53,1000,1700,1.8,43836.0,2192.0,0.12,20,11,9,55.0
249,1820,西松建設,建設業,7278,エクセディ,輸送用機器,0.9456988642196679,0.9169894744045978,2003.0,2005.0,2145.0,2119.0,0.22285154244126407,0.22285154244126407,0.55,400,400,5.38,302562.0,25214.0,1.57,12,10,2,83.33
164,7259,アイシン精機,輸送用機器,7278,エクセディ,輸送用機器,0.954090629935437,0.9384784694536036,3395.0,3415.0,2145.0,2119.0,-0.22057605319648602,0.22057605319648602,-0.63,200,300,6.93,240984.0,21908.0,1.49,11,8,3,72.73
696,5110,住友ゴム工業,ゴム製品,7251,ケーヒン,輸送用機器,0.905964299915,0.95435724657957,1312.0,1301.0,1580.0,1587.0,0.21774936865496025,0.21774936865496025,0.68,700,600,4.36,-351274.0,-19515.0,-1.06,18,4,14,22.22
490,6371,椿本チエイン,機械,6471,日本精工,機械,0.9246869989290736,0.9358208730650376,3520.0,3460.0,922.0,921.0,0.20823751485221348,0.20823751485221348,0.57,200,800,6.47,-160286.0,-6679.0,-0.22,24,11,13,45.83
615,1942,関電工,建設業,8308,りそなホールディングス,銀行業,0.9139597433690884,0.9543448435388632,990.0,981.0,470.1,468.9,0.2060488940704072,0.2060488940704072,0.57,1000,2100,0.38,114356.0,8168.0,0.43,14,10,4,71.43
649,7211,三菱自動車工業,輸送用機器,9072,ニッコンホールディングス,陸運業,0.9099692924575656,0.9074883588856892,491.0,487.0,2543.0,2500.0,0.20573263221323476,0.20573263221323476,0.81,2100,400,2.27,143131.0,8419.0,0.56,17,10,7,58.82
656,4004,昭和電工,化学,4676,フジ・メディア・ホールディングス,情報・通信業,0.9090148521435678,0.90961226405648,2882.0,2867.0,1426.0,1400.0,0.2029436114960977,0.2029436114960977,0.58,300,600,2.34,-69774.0,-2584.0,-0.07,27,12,15,44.44
157,6995,東海理化電機製作所,輸送用機器,7251,ケーヒン,輸送用機器,0.9548561718690918,0.9380991495659564,1893.0,1860.0,1580.0,1587.0,0.2012843337977913,0.2012843337977913,0.42,500,600,2.39,386332.0,21463.0,1.21,18,14,4,77.78
557,8308,りそなホールディングス,銀行業,8750,第一生命ホールディングス,保険業,0.9189122549371891,0.9318475427216886,470.1,468.9,1633.5,1640.0,0.1988686053600156,0.1988686053600156,0.57,2100,600,0.07,73712.0,4607.0,0.23,16,8,8,50.0
72,5020,ＪＸＴＧホールディングス,石油・石炭製品,8316,三井住友フィナンシャルグループ,銀行業,0.9653169701175676,0.9173982087191666,499.5,500.0,3748.0,3733.0,0.19879718905532429,0.19879718905532429,0.84,1500,200,0.46,-66686.0,-3334.0,-0.22,20,10,10,50.0
715,6305,日立建機,機械,7327,第四北越フィナンシャルグループ,銀行業,0.9045721874285524,0.9003715590787383,2610.0,2631.0,2761.0,2737.0,0.19701729066559026,0.19701729066559026,0.86,300,300,3.87,82168.0,20542.0,1.06,4,3,1,75.0
330,7453,良品計画,小売業,8308,りそなホールディングス,銀行業,0.938503304290487,0.9154976659054648,2070.0,2040.0,470.1,468.9,-0.19409067230444768,0.19409067230444768,-0.36,400,1700,2.31,317180.0,16694.0,1.07,19,12,7,63.16
18,5411,ジェイ　エフ　イー　ホールディングス,鉄鋼,7731,ニコン,精密機器,0.9755671681199096,0.9178545396365436,1327.0,1310.0,1360.0,1359.0,-0.19290196038113874,0.19290196038113874,-0.69,700,700,3.61,465526.0,25863.0,1.41,18,14,4,77.78
684,6586,マキタ,機械,7259,アイシン精機,輸送用機器,0.9068356149465692,0.909444767747132,3350.0,3385.0,3395.0,3415.0,0.19259604988843332,0.19259604988843332,0.68,200,200,0.88,3615.0,362.0,0.03,10,4,6,40.0
748,5393,ニチアス,ガラス・土石製品,8002,丸紅,卸売業,0.900702413429584,0.9049347245560035,1902.0,1917.0,736.0,727.9,0.19230531040321536,0.19230531040321536,0.48,500,1300,1.28,218113.0,12117.0,0.7,18,11,7,61.11
251,6674,ジーエス・ユアサ　コーポレーション,電気機器,7181,かんぽ生命保険,保険業,0.945674458688642,0.9130420386756876,1883.0,1870.0,1659.0,1649.0,0.1911232206611652,0.1911232206611652,1.09,500,600,5.82,-113183.0,-8706.0,-0.7,13,6,7,46.15
266,1333,マルハニチロ,水産・農林業,9404,日本テレビホールディングス,情報・通信業,0.9444997794083756,0.9125415440603694,2795.0,2771.0,1428.0,1400.0,0.18879544602614606,0.18879544602614606,0.52,300,600,1.05,137542.0,10580.0,0.57,13,9,4,69.23
57,6305,日立建機,機械,6473,ジェイテクト,機械,0.9683788373632533,0.9070391621051562,2610.0,2631.0,1268.0,1260.0,0.185944229530128,0.185944229530128,0.87,300,600,4.22,-34369.0,-1909.0,-0.09,18,8,10,44.44
404,7189,西日本フィナンシャルホールディングス,銀行業,7984,コクヨ,その他製品,0.9324075553249196,0.9200579538931596,752.0,758.0,1530.0,1519.0,-0.18324299686381013,0.18324299686381013,-0.99,1200,600,0.2,313922.0,20928.0,1.23,15,10,5,66.67
265,4401,ＡＤＥＫＡ,化学,9404,日本テレビホールディングス,情報・通信業,0.9446579020233324,0.9298081525357428,1375.0,1350.0,1428.0,1400.0,-0.1831796549701947,0.1831796549701947,-0.74,700,700,3.57,260176.0,17345.0,0.96,15,10,5,66.67
376,5802,住友電気工業,非鉄金属,8002,丸紅,卸売業,0.9344905433088232,0.906331682315913,1390.0,1377.5,736.0,727.9,0.18134022763325347,0.18134022763325347,0.44,700,1300,1.86,-90266.0,-5642.0,-0.34,16,6,10,37.5
188,8377,ほくほくフィナンシャルグループ,銀行業,9810,日鉄物産,卸売業,0.9510147142483342,0.9094629428105993,1054.0,1053.0,4285.0,4260.0,-0.1795208300594533,0.1795208300594533,-0.88,800,200,1.13,-20377.0,-1199.0,0.15,17,10,7,58.82
70,5991,日本発條,金属製品,7202,いすゞ自動車,輸送用機器,0.965582582584252,0.9469524046134136,837.0,834.0,1237.5,1226.0,0.17814670267445126,0.17814670267445126,0.4,1200,800,2.04,45345.0,2667.0,0.1,17,6,11,35.29
647,6301,小松製作所,機械,6472,ＮＴＮ,機械,0.9101094002192606,0.9392492529475508,2487.0,2491.0,314.0,312.0,-0.17728114146467125,0.17728114146467125,-0.58,400,3200,0.2,55138.0,2626.0,0.15,21,11,10,52.38
480,4118,カネカ,化学,9404,日本テレビホールディングス,情報・通信業,0.9252933457218876,0.9193520875993292,3395.0,3380.0,1428.0,1400.0,-0.17341519632214822,0.17341519632214822,-0.8,200,500,3.55,185939.0,10938.0,0.76,17,11,6,64.71
60,5401,日本製鉄,鉄鋼,9404,日本テレビホールディングス,情報・通信業,0.9676904231159577,0.951266724766562,1519.0,1525.5,1428.0,1400.0,-0.17159378713964624,0.17159378713964624,-0.69,600,700,7.07,196582.0,12286.0,0.69,16,10,6,62.5
45,4202,ダイセル,化学,8242,エイチ・ツー・オー　リテイリング,小売業,0.9697065253456753,0.9014702990760451,909.0,912.0,1228.0,1204.0,0.16810197428405185,0.16810197428405185,0.63,1100,800,4.15,282876.0,14144.0,0.73,20,12,8,60.0
663,1860,戸田建設,建設業,5019,出光興産,石油・石炭製品,0.9086625598725594,0.9243042182854287,631.0,630.0,3210.0,3175.0,0.16806032746915314,0.16806032746915314,0.64,1500,300,0.79,-388065.0,-14926.0,-1.13,26,11,15,42.31
305,4527,ロート製薬,医薬品,5020,ＪＸＴＧホールディングス,石油・石炭製品,0.9409597494160604,0.9228498799443002,2989.0,2952.0,499.5,500.0,0.16370997674191182,0.16370997674191182,0.48,300,1800,1.63,463677.0,23184.0,1.22,20,13,7,65.0
98,4043,トクヤマ,化学,6302,住友重機械工業,機械,0.9617913683521462,0.9013793244335508,2406.0,2408.0,3205.0,3235.0,0.16124867505420007,0.16124867505420007,0.55,400,300,0.75,-13022.0,-1628.0,0.07,8,3,5,37.5
690,1860,戸田建設,建設業,6995,東海理化電機製作所,輸送用機器,0.9063545711726524,0.9217009339289142,631.0,630.0,1893.0,1860.0,-0.16047923306069795,0.16047923306069795,-0.44,1500,500,1.61,40799.0,2040.0,0.09,20,12,8,60.0
394,6752,パナソニック,電気機器,9505,北陸電力,電気・ガス業,0.9331761418462434,0.9166476233366604,894.0,890.9,753.0,744.0,-0.1587495291242678,0.1587495291242678,-0.81,1100,1300,1.31,-19760.0,-859.0,-0.08,23,12,11,52.17
651,4182,三菱瓦斯化学,化学,7984,コクヨ,その他製品,0.9094436249191932,0.9411313446638466,1440.0,1434.0,1530.0,1519.0,0.1584744574744584,0.1584744574744584,0.68,600,600,5.6,389569.0,19478.0,1.1,20,13,7,65.0
